index,preprocessedText
809,
810,
811,
812,compet appli knowledg skill within sport exercis health profess 3 0 engag research critic think integr diver knowledg develop creativ effect evid base solut 4 0
813,compet appli knowledg skill within sport exercis health profess 3 0
814,
815,
816,
817,develop evid inform solut reflect depth knowledg the social determin health 1 2 recognis respond the diver health need commun local abroad 1 3 utilis enquiri base learn develop innov approach complex issu 2 2 appli newli gener exist data inform optim care or servic develop 2 5 promot health equiti recognis seek address disadvantag 4 1 translat research evalu social profession practic critic think knowledg integr 5 0 identifi appropri inform resourc appli effect creativ solut the improv individu commun 5 1 critic evalu research practic social driven chang 5 3
818,
819,
820,
821,advoc engag individu commun reduc health inequ promot social justic a global context 1 0 use asset base approach engend effect commun collabor leadership 3 0 demonstr profession compet contribut the health wellb indigen australian inclus physic emot and spiritu well 6 0
822,
823,demonstr adapt novel think within chang environ maximis outcom a rang individu commun stakehold 2 1 utilis enquiri base learn develop innov approach complex issu 2 2 manag adapt environ maximis integr care outcom a rang individu commun stakehold 2 3 consid develop health literaci vari popul group articul the impact ha effect commun healthcar deliveri 3 2 identifi appropri inform resourc appli effect creativ solut the improv individu commun 5 1
824,appli newli gener exist data inform optim care or servic develop 2 5 commun collabor effect sensit diver popul 3 1 make use research data enabl respons ethic equit servic provis 4 2
825,demonstr adapt novel think within chang environ maximis outcom a rang individu commun stakehold 2 1 utilis enquiri base learn develop innov approach complex issu 2 2 manag adapt environ maximis integr care outcom a rang individu commun stakehold 2 3 consid develop health literaci vari popul group articul the impact ha effect commun healthcar deliveri 3 2 identifi appropri inform resourc appli effect creativ solut the improv individu commun 5 1
826,demonstr adapt novel think within chang environ maximis outcom a rang individu commun stakehold 2 1 utilis enquiri base learn develop innov approach complex issu 2 2 identifi opportun chang support other chang process 2 4 commun collabor effect sensit diver popul 3 1 make use research data enabl respons ethic equit servic provis 4 2 identifi appropri inform resourc appli effect creativ solut the improv individu commun 5 1
827,advoc work toward social outcom a varieti context 1 1 recognis respond the diver health need commun local abroad 1 3 demonstr adapt novel think within chang environ maximis outcom a rang individu commun stakehold 2 1 utilis enquiri base learn develop innov approach complex issu 2 2 identifi opportun chang support other chang process 2 4 commun collabor effect sensit diver popul 3 1 contribut environ support promot inter transdisciplinari collabor 3 4 promot health equiti recognis seek address disadvantag 4 1 identifi appropri inform resourc appli effect creativ solut the improv individu and commun 5 1
828,advoc work toward social outcom varieti context 1 1 develop evid inform solut reflect depth knowledg social determin health 1 2 recognis respond the diver health need commun local abroad 1 3 utilis enquiri base learn develop innov approach complex issu 2 2 promot health equiti recognis seek address disadvantag 4 1 appreci articul respect diver popul vari health literaci need 4 3 identifi appropri inform resourc appli effect creativ solut the improv individu commun 5 1 take a live question approach develop optim healthcar deliveri 5 2 critic evalu research practic social driven chang 5 3 demonstr respect valu world view differ in particular australian indigen way know 6 1 critic reflect upon the impact ongo colonis it pervas discours indigen australian and their health and wellb 6 2
829,advoc work toward social outcom a varieti context 1 1 utilis enquiri base learn develop innov approach complex issu 2 2 use asset base approach engend effect commun collabor leadership 3 0 make use research data enabl respons ethic equit servic provis 4 2 translat research evalu social profession practic critic think and knowledg integr 5 0
830,develop evid inform solut reflect depth knowledg the social determin health 1 2 recognis respond the diver health need commun local abroad 1 3 utilis enquiri base learn develop innov approach complex issu 2 2 appli newli gener exist data inform optim care or servic develop 2 5 promot health equiti recognis seek address disadvantag 4 1 appreci articul respect diver popul vari health literaci need 4 3 identifi appropri inform resourc appli effect creativ solut the improv individu commun 5 1 take live question approach develop optim healthcar deliveri 5 2 critic evalu research practic social driven chang 5 3
831,develop evid inform solut reflect depth knowledg the social determin health 1 2 recognis respond the diver health need commun local abroad 1 3 appli newli gener exist data inform optim care or servic develop 2 5 make use research data enabl respons ethic equit servic provis 4 2 translat research evalu social profession practic critic think knowledg integr 5 0 critic evalu research practic social driven chang 5 3
832,the abil plan provid care is respect each individu need valu life experi 1 0 the embodi a profession disposit commit ethic equit legal nurs practic 2 0 the abil commun collabor safe compassion respect 3 0 the abil provid patient care premis the best avail evid 4 0 profession cultur compet contribut the health well indigen australian inclus of their physic social emot spiritu wellb 5 0
833,demonstr abil provid holist compassion care take account peopl live experi view feel 1 1 work partnership patient includ decis relat their care 1 2 advoc peopl requir ensur their cultur valu need respect 1 3 demonstr commit social justic valu diver seek address disadvantag inequ healthcar 2 2 demonstr abil develop therapeut relationship maintain profession boundari 3 1 use inform commun technolog access valid sourc evid 4 1 access apprais critiqu multipl sourc evid transfer knowledg practic 4 2 access apprais critiqu multipl sourc evid transfer knowledg practic 4 3 use creativ rigor think skill identifi address novel emerg healthcar problem 6 1 use clinic reason skill accur ass interpret respond patient data a systemat time manner 6 2 demonstr technic non technic skill in the provis safe effect legal ethic nurs care 7 1
834,the abil plan provid care is respect each individu need valu life experi 1 0 the embodi a profession disposit commit ethic equit legal nurs practic 2 0 the abil commun collabor safe compassion respect 3 0 the abil provid patient care premis the best avail evid 4 0 profession cultur compet contribut the health well indigen australian inclus of their physic social emot spiritu wellb 5 0
835,the embodi a profession disposit commit ethic equit legal nurs practic 2 0 the abil commun collabor safe compassion respect 3 0 the abil provid patient care premis the best avail evid 4 0 profession cultur compet contribut the health well indigen australian inclus of their physic social emot spiritu wellb 5 0
836,the abil plan provid care is respect each individu need valu life experi 1 0 the embodi a profession disposit commit ethic equit legal nurs practic 2 0 the abil commun collabor safe compassion respect 3 0 the abil provid patient care premis the best avail evid 4 0 profession cultur compet contribut the health well indigen australian inclus of their physic social emot spiritu wellb 5 0 the intellectu capac use theoret knowledg address complex non routin clinic issu 6 0
837,the abil plan provid care is respect each individu need valu life experi 1 0 the embodi a profession disposit commit ethic equit legal nurs practic 2 0 the abil commun collabor safe compassion respect 3 0 the abil provid patient care premis the best avail evid 4 0 profession cultur compet contribut the health well indigen australian inclus of their physic social emot spiritu wellb 5 0
838,
839,
840,the abil plan provid care is respect each individu need valu life experi 1 0 the embodi a profession disposit commit ethic equit legal nurs practic 2 0 the abil commun collabor safe compassion respect 3 0 the abil provid patient care premis the best avail evid 4 0 profession cultur compet contribut the health well indigen australian inclus of their physic social emot spiritu wellb 5 0
841,
842,demonstr abil provid holist compassion care take account peopl live experi view feel 1 1 advoc peopl requir ensur their cultur valu need respect 1 3 the embodi a profession disposit commit ethic equit legal nurs practic 2 0 demonstr account respons work within profession code standard 2 1 demonstr leadership moral courag need improv patient outcom staff well organis cultur 2 3 demonstr abil develop therapeut relationship maintain profession boundari 3 1 use inform commun technolog access valid sourc evid 4 1 access apprais critiqu multipl sourc evid transfer knowledg practic 4 2 access apprais critiqu multipl sourc evid transfer knowledg practic 4 3 discus colonis racism impact the current health and wellb indigen australian 5 1
843,embodi profession disposit commit excel equiti sustain 1 0 engag person centr care is appropri sensit the need individu famili commun 2 0 commun collabor effect respect diver group 3 0 inquir critic ass bodi evid inform practic 4 0 compet appli knowledg skill ensur safe effect nurs practic 5 0 demonstr profession cultur compet contribut the health wellb indigen australian inclus physic social emot spiritu well 6 0
844,embodi profession disposit commit excel equiti sustain 1 0 engag person centr care is appropri sensit need individu famili commun 2 0 practis person centr holist care aspect the patient wellb consid 2 1 commun collabor effect respect diver group 3 0 inquir critic ass bodi evid inform practic 4 0 demonstr profession cultur compet which contribut the health wellb indigen australian inclus physic social emot spiritu well 6 0 critic reflect upon the impact ongo colonis it pervas discours indigen australian their health wellb 6 2
845,embodi profession disposit commit excel equiti sustain 1 0 engag person centr care is appropri sensit the need individu famili commun 2 0 commun collabor effect respect diver group 3 0 inquir critic ass bodi evid inform practic 4 0 compet appli knowledg skill ensur safe effect nurs practic 5 0
846,embodi profession disposit commit excel equiti sustain 1 0 engag person centr care is appropri sensit the need individu famili commun 2 0 commun collabor effect respect diver group 3 0 demonstr profession cultur compet contribut the health wellb indigen australian inclus physic social emot spiritu well 6 0
847,embodi profession disposit commit excel equiti sustain 1 0 engag person centr care is appropri sensit the need individu famili commun 2 0 commun collabor effect respect diver group 3 0 compet appli knowledg skill ensur safe effect nurs practic 5 0 demonstr profession cultur compet contribut the health wellb indigen australian inclus physic social emot spiritu well 6 0
848,embodi profession disposit commit excel equiti sustain 1 0 demonstr characterist skill requir profession engag effect lifelong learn 1 2 engag person centr care is appropri sensit need individu famili commun 2 0 commun collabor effect respect diver group 3 0 inquir critic ass bodi evid inform practic 4 0 demonstr inform literaci technolog skill effect appli in the exercis clinic judgement 4 1 evalu appli effect creativ solut the improv nurs practic patient care 4 2
849,engag person centr care is appropri sensit the need individu famili commun 2 0 commun collabor effect respect diver group 3 0 inquir critic ass bodi evid inform practic 4 0
850,embodi profession disposit commit excel equiti sustain 1 0 engag person centr care is appropri sensit the need individu famili commun 2 0 commun collabor effect respect diver group 3 0 inquir critic ass bodi evid inform practic 4 0 compet appli knowledg skill ensur safe effect nurs practic 5 0
851,embodi profession disposit commit excel equiti sustain 1 0 engag person centr care is appropri sensit need individu famili commun 2 0 practis person centr holist care aspect the patient wellb consid 2 1 commun collabor effect respect diver group 3 0 commun cultur safe appropri way 3 4 inquir critic ass a bodi evid inform practic 4 0 demonstr profession cultur compet which contribut the health wellb indigen australian inclus physic social emot spiritu well 6 0 critic reflect upon the impact ongo colonis it pervas discours indigen australian their health wellb 6 2
852,embodi profession disposit commit excel equiti sustain 1 0 engag person centr care is appropri sensit the need individu famili commun 2 0 commun collabor effect respect diver group 3 0 inquir critic ass bodi evid inform practic 4 0 compet appli knowledg skill ensur safe effect nurs practic 5 0 demonstr profession cultur compet contribut the health wellb indigen australian inclus physic social emot spiritu well 6 0
853,embodi profession disposit commit excel equiti sustain 1 0 demonstr profession ident acknowledg valu nurs therapeut agent 1 1 demonstr characterist skill requir profession engag effect lifelong learn 1 2 engag person centr care is appropri sensit need individu famili commun 2 0 practis person centr holist care which aspect the patient wellb consid 2 1 commun collabor effect respect diver group 3 0 inquir critic ass a bodi evid inform practic 4 0 compet appli knowledg skill ensur safe effect nurs practic 5 0 demonstr compet clinic judgment technic abil the skill expect a new graduat nurs meet exceed the requir the australian health practition regul agenc registr a nurs 5 1 use contemporari clinic inform technolog manag patient inform optimis the provis safe high qualiti care 5 3 demonstr respect valu world view differ in particular australian indigen way know and 6 1
854,embodi profession disposit commit excel equiti sustain 1 0 engag person centr care is appropri sensit the need individu famili commun 2 0 commun collabor effect respect diver group 3 0 inquir critic ass bodi evid inform practic 4 0
855,embodi profession disposit commit excel equiti sustain 1 0 engag person centr care is appropri sensit the need individu famili commun 2 0 commun collabor effect respect diver group 3 0 compet appli knowledg skill ensur safe effect nurs practic 5 0 demonstr profession cultur compet contribut the health wellb indigen australian inclus physic social emot spiritu well 6 0
856,embodi profession disposit commit excel equiti sustain 1 0 engag person centr care is appropri sensit the need individu famili commun 2 0 commun collabor effect respect diver group 3 0 inquir critic ass bodi evid inform practic 4 0 compet appli knowledg skill ensur safe effect nurs practic 5 0
857,embodi profession disposit commit excel equiti sustain 1 0 demonstr profession ident acknowledg valu nurs a therapeut agent 1 1 demonstr characterist skill requir profession engag effect lifelong learn 1 2 accept profession account respons qualiti safe care concomit scope practic 1 4 practis person centr holist care which aspect patient wellb consid 2 1 commun fluentli effect safe therapeut collabor practic 3 1 evalu appli effect creativ solut improv nurs practic patient care 4 2 inquir critic appli knowledg purpos patient profession educ 4 3 demonstr compet clinic judgment technic abil the skill expect a new graduat nurs meet exceed the requir the australian health practition regul agenc registr a nurs 5 1 practis effect within the regulatori framework standard code practic 5 2 use contemporari clinic inform technolog manag patient inform optimis the provis safe high qualiti care 5 3 demonstr respect valu world view differ in particular australian indigen way know 6 1 critic reflect upon the impact ongo colonis it pervas discours indigen australian their health and wellb 6 2
858,engag person centr care is appropri sensit the need individu famili commun 2 0 commun collabor effect respect diver group 3 0 inquir critic ass bodi evid inform practic 4 0 compet appli knowledg skill ensur safe effect nurs practic 5 0
859,embodi profession disposit commit excel equiti sustain 1 0 commun collabor effect respect diver group 3 0 inquir critic ass bodi evid inform practic 4 0 compet appli knowledg skill ensur safe effect nurs practic 5 0
860,embodi profession disposit commit excel equiti sustain 1 0 engag person centr care is appropri sensit the need individu famili commun 2 0 commun collabor effect respect diver group 3 0 inquir critic ass bodi evid inform practic 4 0 compet appli knowledg skill ensur safe effect nurs practic 5 0
861,engag person centr care is appropri sensit the need individu famili commun 2 0 commun collabor effect respect diver group 3 0 inquir critic ass bodi evid inform practic 4 0
862,embodi profession disposit commit excel equiti sustain 1 0 engag person centr care is appropri sensit the need individu famili commun 2 0 commun collabor effect respect diver group 3 0 inquir critic ass bodi evid inform practic 4 0 compet appli knowledg skill ensur safe effect nurs practic 5 0
863,embodi profession disposit commit excel equiti sustain 1 0 engag person centr care is appropri sensit the need individu famili commun 2 0 inquir critic ass bodi evid inform practic 4 0
864,embodi profession disposit commit excel equiti sustain 1 0 engag person centr care is appropri sensit the need individu famili commun 2 0 practis person centr holist care aspect the patient wellb consid 2 1 commun collabor effect respect diver group 3 0 inquir critic ass bodi evid inform practic 4 0 evalu appli effect creativ solut the improv nurs practic patient care 4 2 compet appli knowledg skill ensur safe effect nurs practic 5 0 demonstr profession cultur compet which contribut the health wellb indigen australian inclus physic social emot spiritu well 6 0
865,embodi profession disposit commit excel equiti sustain 1 0 accept profession account respons qualiti safe care concomit scope practic 1 4 engag person centr care is appropri sensit need individu famili commun 2 0 commun collabor effect respect diver group 3 0 inquir critic ass bodi evid inform practic 4 0 compli intellectu academ write practic use inform ethic legal respect 4 4 compet appli knowledg skill ensur safe effect nurs practic 5 0 demonstr compet clinic judgment technic abil the skill expect a new graduat nurs meet exceed the requir the australian health practition regul agenc registr a nurs 5 1
866,embodi profession disposit commit excel equiti sustain 1 0 engag person centr care is appropri sensit need individu famili commun 2 0 practis person centr holist care aspect the patient wellb consid 2 1 commun collabor effect respect diver group 3 0 commun cultur safe appropri way 3 4 inquir critic ass a bodi evid inform practic 4 0 demonstr profession cultur compet which contribut the health wellb indigen australian inclus physic social emot spiritu well 6 0 critic reflect upon the impact ongo colonis it pervas discours indigen australian their health wellb 6 2
867,embodi profession disposit commit excel equiti sustain 1 0 engag person centr care is appropri sensit the need individu famili commun 2 0 commun collabor effect respect diver group 3 0 inquir critic ass bodi evid inform practic 4 0
868,embodi profession disposit commit excel equiti sustain 1 0 engag person centr care is appropri sensit the need individu famili commun 2 0 commun collabor effect respect diver group 3 0 inquir critic ass bodi evid inform practic 4 0 compet appli knowledg skill ensur safe effect nurs practic 5 0 demonstr profession cultur compet contribut the health wellb indigen australian inclus physic social emot spiritu well 6 0
869,embodi profession disposit commit excel equiti sustain 1 0 demonstr profession ident acknowledg valu nurs therapeut agent 1 1 demonstr characterist skill requir profession engag effect lifelong learn 1 2 engag person centr care is appropri sensit need individu famili commun 2 0 practis person centr holist care which aspect the patient wellb consid 2 1 commun collabor effect respect diver group 3 0 inquir critic ass a bodi evid inform practic 4 0 compet appli knowledg skill ensur safe effect nurs practic 5 0 demonstr compet clinic judgment technic abil the skill expect a new graduat nurs meet exceed the requir the australian health practition regul agenc registr a nurs 5 1 use contemporari clinic inform technolog manag patient inform optimis the provis safe high qualiti care 5 3 demonstr respect valu world view differ in particular australian indigen way know and 6 1
870,demonstr profession ident acknowledg valu nurs therapeut agent 1 1 assum leadership role self initi evalu manag chang take respons within scope practic 1 3 accept profession account respons qualiti safe care concomit scope practic 1 4 engag person centr care is appropri sensit need individu famili commun 2 0 practis person centr holist care which aspect patient wellb consid 2 1 respond equit appropri within diver set need interest peopl diver background 2 2 promot the use prevent health strategi reduc the risk diseas amelior sever ill 2 4 commun fluentli effect safe therapeut collabor practic 3 1 inquir critic ass a bodi evid inform practic 4 0 evalu appli effect creativ solut the improv nurs practic patient care 4 2 compli intellectu academ write practic use inform ethic legal respect 4 4 demonstr compet clinic judgment technic abil the skill expect a new graduat nurs meet or exceed the requir the australian health practition regul agenc registr a nurs 5 1 recognis the diver indigen australian integr knowledg practic 6 3
871,embodi profession disposit commit excel equiti sustain 1 0 engag person centr care is appropri sensit the need individu famili commun 2 0 commun collabor effect respect diver group 3 0 inquir critic ass bodi evid inform practic 4 0 compet appli knowledg skill ensur safe effect nurs practic 5 0
872,embodi profession disposit commit excel equiti sustain 1 0 engag person centr care is appropri sensit the need individu famili commun 2 0 commun collabor effect respect diver group 3 0 inquir critic ass bodi evid inform practic 4 0 compet appli knowledg skill ensur safe effect nurs practic 5 0
873,embodi profession disposit commit excel equiti sustain 1 0 engag person centr care is appropri sensit the need individu famili commun 2 0 commun collabor effect respect diver group 3 0 inquir critic ass bodi evid inform practic 4 0
874,embodi profession disposit commit excel equiti sustain 1 0 engag person centr care is appropri sensit the need individu famili commun 2 0 commun collabor effect respect diver group 3 0 compet appli knowledg skill ensur safe effect nurs practic 5 0 demonstr profession cultur compet contribut the health wellb indigen australian inclus physic social emot spiritu well 6 0
875,accept profession account respons qualiti safe care concomit scope practic 1 4 engag person centr care is appropri sensit need individu famili commun 2 0 practis person centr holist care which aspect patient wellb consid 2 1 promot the use prevent health strategi reduc the risk diseas or amelior sever ill 2 4 commun fluentli effect safe therapeut collabor practic 3 1 speak read write listen effect sensit differ audienc context 3 3 inquir critic ass bodi evid inform practic 4 0 compli with intellectu academ write practic use inform ethic legal respect 4 4
876,embodi profession disposit commit excel equiti sustain 1 0 engag person centr care is appropri sensit the need individu famili commun 2 0 commun collabor effect respect diver group 3 0 inquir critic ass bodi evid inform practic 4 0 compet appli knowledg skill ensur safe effect nurs practic 5 0
877,
878,
879,
880,practic woman centr care 1 0 are profession compet midwiv provid safe effect midwiferi care use intellig kind 2 0 are social respons citizen valu diver peopl 5 0 demonstr profession cultur compet contribut health wellb indigen australian inclus physic social emot spiritu well 7 0 demonstr respect valu world view differ in particular australian indigen way know 7 1 critic reflect upon the impact ongo colonis it pervas discours indigen australian their health and wellb 7 2
881,practic woman centr care 1 0 demonstr woman centr care acknowledg physiolog psycholog cultur spiritu need woman babi famili member 1 1 appreci central relationship each woman practic midwiferi 1 2 work partnership woman 1 5 demonstr comprehens understand woman clinic psycholog need work partnership implement treatment plan 1 7 demonstr thorough knowledg disciplin midwiferi 2 1 demonstr critic think sound clinic judgment is base evid reflect appropri reason within the relev profession code guidelin 2 2 commun effect use spoken written non verbal languag across rang context diver audienc 2 3 demonstr advanc knowledg within systemat coher bodi knowledg includ the acquisit applic knowledg skill a new exist disciplin profession area 2 9 demonstr respect collegi collabor woman profession peer other stakehold 3 2 commun the treatment plan clearli other health profession 3 4 commun provid effect care woman diver background need 5 4 interpret valu the evid to underpin practic influenc chang 6 1
882,
883,
884,practic woman centr care 1 0 are profession compet midwiv provid safe effect midwiferi care use intellig kind 2 0 work collabor order provid excel matern care 3 0 are resili emot compet midwiv foster human flourish 4 0
885,practic woman centr care 1 0 demonstr woman centr care acknowledg physiolog psycholog cultur spiritu need woman babi famili member 1 1 provid optim child bear environ each woman 1 4 are profession compet midwiv provid safe effect midwiferi care use intellig kind 2 0 demonstr advanc knowledg within systemat coher bodi knowledg includ acquisit applic knowledg skill new exist disciplin profession area 2 9 are resili emot compet midwiv foster human flourish 4 0 are social respons citizen valu diver peopl 5 0 practis midwiferi within a primari health care philosophi 5 1 interpret valu evid underpin practic influenc chang 6 1 activ contribut the develop midwiferi a profess the polit influenc midwiferi 6 2
886,practis woman centr care 1 0 are profession compet midwiv provid safe effect midwiferi care use intellig kind 2 0 commun effect use spoken written non verbal languag across rang context to diver audienc 2 3 are profession engag critic thinker take live question approach embrac lifelong learn 6 0
887,practis woman centr care 1 0 are profession compet midwiv provid safe effect midwiferi care use intellig kind 2 0 commun effect use spoken written non verbal languag across rang context diver audienc 2 3 utilis inform technolog high level literaci 2 4 influenc chang contribut to the develop midwiferi a strong profess leadership mentor posit role model 3 1 are profession engag critic thinker take a live question approach embrac lifelong learn 6 0
888,practis woman centr care 1 0 demonstr woman centr care acknowledg physiolog psycholog cultur spiritu need woman babi famili member 1 1 are profession compet midwiv provid safe effect midwiferi care use intellig kind 2 0 demonstr critic think sound clinic judgment is base evid reflect appropri reason within relev profession code guidelin 2 2 demonstr compet all clinic skill level new graduat midwif be elig appli the nurs midwiferi board australia registr a midwif 2 5 work collabor order provid excel matern care 3 0 are social respons citizen valu the diver peopl 5 0 practis midwiferi within a primari health care philosophi 5 1 commun provid effect care woman diver background need 5 4
889,practis woman centr care 1 0 are profession compet midwiv provid safe effect midwiferi care use intellig kind 2 0 commun effect use spoken written non verbal languag across rang context to diver audienc 2 3 are profession engag critic thinker take live question approach embrac lifelong learn 6 0
890,practis woman centr care 1 0 are profession compet midwiv provid safe effect midwiferi care use intellig kind 2 0 work collabor order provid excel matern care 3 0 are resili emot compet midwiv foster human flourish 4 0 are social respons citizen valu diver peopl 5 0 are profession engag critic thinker take live question approach embrac lifelong learn 6 0 graduat profession cultur compet contribut the health wellb indigen australian inclus physic social emot spiritu well 7 0
891,practis woman centr care 1 0 demonstr woman centr care acknowledg physiolog psycholog cultur spiritu need woman babi famili member 1 1 appreci central the relationship each woman the practic midwiferi 1 2 are profession compet midwiv provid safe effect midwiferi care use intellig kind 2 0 have sound thorough knowledg base anatomi physiolog 2 1 demonstr compet all clinic skill the level a new graduat midwif be elig appli the nurs midwiferi board australia registr a midwif 2 5 particip effect a member an interdisciplinari healthcar team 3 3 are resili emot compet midwiv foster human flourish 4 0 commun provid effect care woman diver background need 5 4
892,practis woman centr care 1 0 demonstr woman centr care acknowledg physiolog psycholog cultur spiritu need woman babi famili member 1 1 are profession compet midwiv provid safe effect midwiferi care use intellig kind 2 0 demonstr critic think sound clinic judgment is base evid reflect appropri reason within relev profession code guidelin 2 2 commun effect use spoken written non verbal languag across rang context diver audienc 2 3 demonstr compet all clinic skill level new graduat midwif be elig appli nurs midwiferi board australia registr a midwif 2 5 work collabor order provid excel matern care 3 0 influenc chang contribut the develop midwiferi a strong profess leadership mentor posit role model 3 1 are profession engag critic thinker take a live question approach embrac lifelong learn 6 0 interpret valu the evid to underpin practic influenc chang 6 1 critiqu reflect upon the impact ongo colonis it pervas discours indigen australian their health wellb 7 2
893,practis woman centr care 1 0 demonstr woman centr care acknowledg physiolog psycholog cultur spiritu need woman babi famili member 1 1 demonstr critic think sound clinic judgment is base evid reflect appropri reason within relev profession code guidelin 2 2 are resili emot compet midwiv foster human flourish 4 0 demonstr knowledg broader health system advoc midwiferi a local global public health strategi 5 2 practis the knowledg midwiferi make the biggest differ the least advantag woman famili 5 3 integr strategi ongo person profession develop 6 2 graduat profession cultur compet contribut the health wellb indigen australian inclus physic social emot spiritu well 7 0
894,practis woman centr care 1 0 are profession compet midwiv provid safe effect midwiferi care use intellig kind 2 0 have sound thorough knowledg base anatomi physiolog 2 1 demonstr critic think sound clinic judgment is base evid reflect appropri reason within relev profession code guidelin 2 2 work collabor order provid excel matern care 3 0 are resili emot compet midwiv foster human flourish 4 0 are social respons citizen valu diver peopl 5 0 are profession engag critic thinker take live question approach embrac lifelong learn 6 0 graduat profession cultur compet contribut the health wellb indigen australian inclus physic social emot spiritu well 7 0
895,practic woman centr care 1 0 demonstr woman centr care acknowledg physiolog psycholog cultur spiritu need woman babi famili member 1 1 appreci central relationship each woman the practic midwiferi 1 2 provid optim child bear environ each woman 1 4 are profession compet midwiv provid safe effect midwiferi care use intellig kind 2 0 have sound thorough knowledg base anatomi physiolog 2 1 demonstr critic think sound clinic judgment is base evid reflect appropri reason within the relev profession code guidelin 2 2 practis midwiferi within primari health care philosophi 5 1
896,practic woman centr care 1 0 are profession compet midwiv provid safe effect midwiferi care use intellig kind 2 0 work collabor order provid excel matern care 3 0 are resili emot compet midwiv foster human flourish 4 0
897,appreci central relationship each woman the practic midwiferi 1 2 are profession compet midwiv provid safe effect midwiferi care use intellig kind 2 0 demonstr critic think sound clinic judgment is base evid reflect appropri reason within the relev profession code guidelin 2 2 commun effect use spoken written non verbal languag across rang context to diver audienc 2 3 are resili emot compet midwiv foster human flourish 4 0 are profession engag critic thinker take live question approach embrac lifelong learn 6 0 integr strategi ongo person profession develop 6 2
898,
899,have sound thorough knowledg base anatomi physiolog 2 1 demonstr critic think sound clinic judgment is base evid reflect appropri reason within relev profession code guidelin 2 2 commun effect use spoken written non verbal languag across rang context diver audienc 2 3 utilis inform technolog a high level literaci 2 4 demonstr compet all clinic skill level a new graduat midwif be elig appli nurs midwiferi board australia registr a midwif 2 5 influenc chang contribut the develop midwiferi a strong profess leadership mentor posit role model 3 1 demonstr respect collegi collabor woman profession peer other stakehold 3 2 particip effect a member an interdisciplinari healthcar team 3 3 practic promot the principl self care build resili foster human flourish 4 1 interpret valu the evid to underpin practic influenc chang 6 1 integr strategi ongo person profession develop 6 2
900,demonstr woman centr care acknowledg physiolog psycholog cultur spiritu need woman babi famili member 1 1 appreci central relationship each woman practic midwiferi 1 2 are profession compet midwiv provid safe effect midwiferi care use intellig kind 2 0 demonstr critic think sound clinic judgment is base evid reflect appropri reason within the relev profession code guidelin 2 2 commun effect use spoken written non verbal languag across rang context to diver audienc 2 3 particip effect member an interdisciplinari healthcar team 3 3 practis midwiferi within a primari health care philosophi 5 1 critiqu reflect upon the impact ongo colonis it pervas discours indigen australian their health wellb 7 2
901,practic woman centr care 1 0 are profession compet midwiv provid safe effect midwiferi care use intellig kind 2 0 demonstr critic think sound clinic judgment is base evid reflect appropri reason within relev profession code guidelin 2 2 work collabor order provid excel matern care 3 0 are resili emot compet midwiv foster human flourish 4 0 are social respons citizen valu diver peopl 5 0 demonstr profession cultur compet contribut the health wellb indigen australian inclus physic social emot spiritu well 7 0
902,are profession compet midwiv provid safe effect midwiferi care use intellig kind 2 0 demonstr critic think sound clinic judgment is base evid reflect appropri reason within relev profession code guidelin 2 2 commun effect use spoken written non verbal languag across rang context diver audienc 2 3 utilis inform technolog a high level literaci 2 4 demonstr compet all clinic skill level a new graduat midwif be elig appli to the nurs midwiferi board australia registr a midwif 2 5 demonstr respect collegi collabor woman profession peer other stakehold 3 2 particip effect a member an interdisciplinari healthcar team 3 3 practic promot the principl self care build resili foster human flourish 4 1 integr strategi ongo person profession develop 6 2
903,practic woman centr care 1 0 are profession compet midwiv provid safe effect midwiferi care use intellig kind 2 0 work collabor order provid excel matern care 3 0 are profession engag critic thinker take live question approach embrac lifelong learn 6 0
904,practic woman centr care 1 0 are profession compet midwiv provid safe effect midwiferi care use intellig kind 2 0 demonstr critic think sound clinic judgment is base evid reflect appropri reason within relev profession code guidelin 2 2 commun effect use spoken written non verbal languag across rang context diver audienc 2 3 work collabor order to provid excel matern care 3 0 commun provid effect care woman diver background need 5 4
905,practic woman centr care 1 0 are profession compet midwiv provid safe effect midwiferi care use intellig kind 2 0 work collabor order provid excel matern care 3 0 are profession engag critic thinker take live question approach embrac lifelong learn 6 0
906,practic woman centr care 1 0 are profession compet midwiv provid safe effect midwiferi care use intellig kind 2 0 commun effect use spoken written non verbal languag across rang context diver audienc 2 3 influenc chang contribut to the develop midwiferi strong profess leadership mentor posit role model 3 1 are profession engag critic thinker take a live question approach embrac lifelong learn 6 0
907,practic woman centr care 1 0 are profession compet midwiv provid safe effect midwiferi care use intellig kind 2 0 demonstr thorough knowledg disciplin midwiferi 2 1 demonstr critic think sound clinic judgment is base evid reflect appropri reason within the relev profession code guidelin 2 2 commun effect use spoken written non verbal languag across rang context diver audienc 2 3 demonstr compet all clinic skill the level a new graduat midwif be elig appli to the nurs midwiferi board australia registr a midwif 2 5
908,are resili emot compet midwiv foster human flourish 4 0 demonstr profession cultur compet contribut health wellb indigen australian inclus physic social emot spiritu well 7 0 recognis the diver indigen australian integr knowledg practic 7 3
909,practic woman centr care 1 0 are profession compet midwiv provid safe effect midwiferi care use intellig kind 2 0 work collabor order provid excel matern care 3 0 are profession engag critic thinker take live question approach embrac lifelong learn 6 0
