index,preprocessedText
730,perform comprehens psychosoci ass nmba 5 1 5 2 accur carri evalu find an antenat visit nmba 5 2 5 3 demonstr appropri compet regard support woman labour birth nmba 5 2 5 3 plan implement evalu find ass labour nmba 5 2 5 3 2 1 act a support role woman the postnat period includ the initi breastfeed nmba 5 4 accur plan implement evalu find ass the postnat period woman their babi nmba 5 6 identifi appropri cultur safe way work woman cultur linguist diver background nmba 10 1 12 1 develop skill commun and effect document nmba 1 3 3 1 8 1 demonstr appropri profici math calcul nmba 5 5 commenc midwiferi continu care experi nmba 4 2
731,ass plan implement evalu midwiferi practic nmba 1 4 2 4 4 3 administ medic safe demonstr compet drug calcul nmba 5 5 interpret respond non reassur fetal wellb ass nmba 5 2 demonstr abil undertak venepunctur cannul a simul environ nmba 6 1 perform perin sutur a simul environ nmba 5 3 6 1 demonstr appropri compet midwiferi practic nmba 4 3 reflect clinic experi provid rational care provis nmba 4 1 4 3 complet midwiferi continu care experi nmba 4 2
732,demonstr abil undertak midwiferi skill relat work woman keep birth normal nmba 4 1 4 3 ass plan implement evalu care woman use water immers labour or birth nmba 5 1 5 3 negoti plan implement evalu element midwiferi practic meet student own learn need nmba 13 1 administ medic safe demonstr compet drug calcul IV therapi administr nmba 5 5 appli principl the babi friendli health initi nmba 5 4 continu midwiferi continu care experi nmba 4 2
733,ass plan implement evalu practic skill complex labour birth postnat period nmba 6 1 6 2 ass plan implement evalu care woman experienc immedi recoveri a surgic procedur nmba 6 1 6 2 demonstr abil undertak midwiferi skill relat postop care wound heal nmba 6 1 6 2 effect document recognit manag complex situat nmba 1 3 appli theoret underpin the skill develop thi subject nmba 6 1 6 2 demonstr appropri compet midwiferi practic nmba 6 1 6 2 reflect clinic experi provid rational care provis nmba 6 1 6 2 demonstr appropri profici drug calcul nmba 5 5 ass plan implement evalu practic skill complex labour birth postnat period nmba 6 1 6 2 continu midwiferi continu care experi nmba 4 2
734,provid safe midwiferi care base clinic decis develop collabor matern care team nmba 2 3 6 1 administ medic safe demonstr compet drug calcul nmba 5 1 demonstr effect handov techniqu document skill nmba 8 1 9 2 ass plan implement evalu practic skill complex situat nmba 6 1 6 2 effect document the recognit manag complex situat nmba 1 3 2 1 appli theoret underpin the skill develop thi subject nmba 6 1 demonstr appropri compet midwiferi practic nmba 6 1 reflect clinic experi provid rational care provis nmba 2 1 2 3 demonstr appropri profici math calcul nmba 5 5 continu midwiferi continu care experi
735,demonstr appropri compet midwiferi practic simul urgent emerg situat nmba 6 2 5 5 appli knowledg pathophysiolog matern neonat emerg nmba 6 1 commun effect reflect practic document accur simul urgent emerg situat includ use incid report system nmba 1 3 2 3 3 1 8 1 use evid inform practic provis midwiferi care nmba 14 1 In simul environ demonstr effect teamwork nmba 8 2 explain clinic risk manag strategi matern care nmba 2 2
736,demonstr understand underli physiolog pathophysiolog relat complex pregnanc nmba 6 1 appli knowledg deviat normal plan implement evalu safe care woman experienc complex problem pregnanc nmba 2 1 6 1 describ role midwif support woman develop complex pregnanc or chronic medic condit prior becom pregnant nmba 1 3 6 1 6 2 articul the theoret underpin relat the complex situat nmba 6 1 apprais intervent appropri fetal ass techniqu use manag the care woman whose pregnanc deviat normal nmba 6 1 evalu the use evid base practic relat complex pregnanc nmba 14 1 appli legal ethic profession respons midwiferi practic
737,demonstr understand underli physiolog pathophysiolog relat complex labour birth postnat period nmba 6 1 appli knowledg deviat normal plan implement evalu care woman experienc complex problem labour birth postnat period nmba 5 6 6 1 describ the role the midwif support woman develop complex labour birth the postnat period nmba 2 1 6 1 apprais common intervent use manag the care woman whose labour birth deviat normal nmba 6 1 6 2 articul the theoret underpin relat the complex situat nmba 6 1 6 2 appli legal ethic profession respons midwiferi practic nmba 11 1 evalu the use evid base practic relat complex labour birth nmba 14 1
738,identifi role respons midwif provis safe matern servic nmba 1 1 1 4 11 1 discus reflect origin the profess midwiferi the current profession issu matern care nmba 1 4 12 2 3 identifi the legal ethic profession respons the valu underpin midwiferi practic nmba 1 1 1 2 1 3 outlin the requir order meet nmba compet standard the midwif nmba registr requir nmba 1 4 identifi access student learn support librari inform technolog support servic ut nmba 13 1 develop begin understand think read write a midwif includ the use inform technolog IT skill nmba 13 1
739,explor histori aborigin torr strait island peopl gain understand context issu health nmba 12 1 12 2 describ link colonis health how have impact indigen matern infant health nmba 12 1 12 1 recognis specif need australian aborigin torr strait island woman commun nmba 10 1 explor their own person profession belief attitud relat work alongsid aborigin torr strait island woman babi nmba 12 1 critic analys primari health care initi commun develop approach have implement address health indigen woman babi australia other countri nmba 7 2 9 1 9 2 recognis respons health profession the implement cultur safe practic nmba 10 1
740,critic analys principl primari health care health promot basi health care deliveri critic examin implic diver famili structur australian societi relat caregiv differenti critic analys complex famili relationship respons stressor challeng analys ass impact ongo colonis it pervas discours indigen australian their health wellb analys determin complex famili multipl vulner inclus famili violenc work partnership develop intervent build the famili strength identifi support servic referr pathway research evalu the connect the wellb the famili the larger commun
741,
742,
743,
744,understand rang normal challeng behaviour toddler pre schooler support parent choos implement manag strategi are specif the child famili need collabor parent compet perform comprehens development physic socio emot health ass intervent toddler pre schooler identifi health development problem use rang evid base ass tool partnership famili caregiv commun respect approach work partnership famili valu world view differ demonstr compet the use anticipatori guidanc work parent toddler pre schooler utilis high level clinic judgement ass plan implement care collabor parent minor ailment well child critic apprais learn outcom futur learn need relat current standard child famili health nurs
745,demonstr begin understand applic attach theori earli brain develop practic explain appli evid base knowledg normal variat behaviour infant support parent choos implement manag strategi are specif child famili need explain the feed interact be central the qualiti first relationship commun reflect respect approach work partnership famili valu world view differ collabor parent compet perform comprehens development physic socio emot health ass an infant their parent identifi health development problem use rang evid base ass tool collabor famili develop initi evalu evid base intervent strategi
746,differenti underli theori model standard inform child famili health nurs practic describ theoret concept practic principl famili partnership model appli child famili health nurs distinguish the theoret concept practic principl strength base relationship focus approach work famili appli cognit technic innov skill evalu complex concept inform would enhanc outcom infant child famili wellb apprais evalu their construct their world view particular of indigen australian way know do differenti illustr current strength learn need inform profession practic standard
747,select refin origin research problem question relat their understand exist knowledg design articul key compon research propos an origin studi inclus a descript studi titl background literatur review studi aim or research question method inclus design sampl intervent applic data collect data manag analys build a creativ valid argument support select a specif research method design describ ethic implic resourc facil requir a feasibl project plan timelin critic reflect translat knowledg practic note potenti implic health practic or polici how research may add the relat bodi knowledg
748,develop plan evalu manag patient within student scope practic ahpra nurs practition standard practic 1 1 1 2 2 2 2 4 3 2 appli advanc understand pathophysiolog sociolog psycholog process apprais synthesi interpret object subject patient data order manag patient within scope practic r n ahpra nurs practition standard practic 1 1 1 2 1 3 3 1 4 1 justifi clinic decis the manag patient complex health problem ahpra nurs practition standard practic 1 1 2 1 3 1 3 3 4 1 analys deviat the normal trajectori common health problem identifi factor respons ahpra nurs practition standard practic 1 1 1 3 determin prioriti prevent or act life threaten situat ahpra nurs r npractition standard practic 1 1 1 3 integr advanc health promot techniqu risk manag patient r nmanag ahpra nurs practition standard practic 1 2 2 2 3 1 3 2 4 2 model holist collabor comprehens nurs care patient within their scope practic ahpra nurs practition standard practic 1 1 2 4 3 2
749,identifi distinguish pharmacodynam pharmacokinet properti medicin integr prescript manag medicin patient client r nwithin scope practic nurs practition standard 2 3 3 1 evalu effect medicin health individu patient client nurs practition standard 1 1 1 3 3 1 3 2 4 1 determin the suitabl medicin relat start adjust ceas nurs practition standard 2 1 2 2 2 3 3 2 evalu research evid in relat the efficaci medicin prescrib administ within scope practic nurs practition standard 2 1 4 1 select appropri diagnost investig monitor the efficaci effect unwant effect medic nurs practition standard 1 2 4 1
750,synthesis interpret clinic inform includ patient client histori physic ass diagnost data nurs practition standard 1 1 articul justifi most like diagnosi differenti diagnos base comprehens patient ass use expert knowledg normal abnorm physiolog psycholog find nurs practition standard 1 3 formul commun patient focus plan care base comprehens health ass current research evid effect collabor across multidisciplinari team nurs practition standard 2 1 prioritis focu focus ass prevent life threaten situat nurs practition standard 1 3 critic apprais patient circumst relat social cultur support nurs practition standard 1 1 4 1 justifi judici order investig includ consider risk manag nurs practition standard 1 2
751,critiqu role practic develop a mean transform cultur within health care identifi analys area focu practic develop appli evalu principl action learn practic develop critic reflect the skill attribut facilit transform chang healthcar
752,differenti underli theori model inform contemporari health care leadership analys evalu current issu factor impact contemporari health care leader profession practic explain impact ongo colonis it pervas discours indigen australian their health wellb critic reflect upon element effect career success plan includ strategi develop person profession resili integr cognit technic creativ skill develop appropri strategi enhanc patient client famili outcom workforc stabil satisfact collabor synthesis complex inform concept enabl effect respons recent develop enhanc health care
753,consid key imper meet health servic object relat safeti qualiti cost effect jurisdict legisl requir within govern context critic apprais contemporari strategi framework design manag qualiti risk cost within healthcar environ propos improv safeti qualiti cost effect local healthcar organis level identifi issu consid ethic implic offer polici direct formul recommend prioriti action creat a varieti way which complex issu be effect commun a varieti target audienc
754,
755,
756,
757,
758,
759,
760,
761,describ chain infect explain relationship prevent control communic diseas recognis analys factor make popul group greater risk communic diseas describ epidemiolog principl underpin communic diseas prevent control consid applic within a varieti set collabor commun peer plan develop public health respons select exampl communic diseas australia discus critic analys public health strategi use the prevent control communic diseas demonstr understand the import collabor coordin approach communic diseas prevent control
762,describ ncd defin frame public polici affect strategi design reduc global burden ncd evalu current epidemiolog method surveil incid preval ncd understand diseas transit infecti non communic diseas it implic analys role social environment determin grow ncd burden critic ass current goal strategi address ncd employ primordi primari secondari tertiari prevent identifi analys current intern australian health govern prevent treatment strategi includ cross sector activ apprais role profession practic address ncd burden evalu how current strategi address the need specif vulner popul includ indigen econom marginalis commun collabor commun effect peer develop practic approach ncd prevent across the health sector strategi work other sector
763,
764,
765,
766,
767,
768,
769,
770,
771,
772,
773,identifi person work readi skill attribut articul career goal interest demonstr work readi skill resourc engag network the industri choic appli integr develop practic skill acquir the bachelor health scienc cours an industri specif context demonstr evalu reflect the key profession attribut sought employ the chosen industri specif work environ evalu report the outcom experi the profession placement
774,investig key issu associ ident cultur diver a local global context critic evalu prejudic stereotyp discrimin their impact individu larger cultur group Be abl discus role power polici institut environ public health outcom diver margin group examin the compon the australian multi cultur experi order demonstr both the difficulti valu inher foster nation cultur diver develop person profession skill cultur compet sensit relat diver
775,describ project cycl manag stakehold role intervent approach health relat project critic ass commun need health challeng avail resourc key stakehold recipi well barrier improv health wellb utilis develop tool all phase project cycl includ need analysi problem map project design implement monitor evalu utilis result futur project appli cultur sensit commun centr method work diver commun at risk group includ gender analysi framework inclus chang process well identifi potenti barrier project implement evalu import top bottom approach equit plan implement sustain well other strategi promot behaviour chang apprais the import profession respons ethic equit practic health project manag and servic deliveri
776,explain differ interact social emot psycholog wellb examin influenc differ domain human develop health wellb apprais cultur diver concept wellb contrast differ theoret approach social determin health their impact wellb appli analys psychometr measur wellb
777,describ health aborigin torr strait island australian pre colonis identifi key event sinc colonis ass impact contemporari health aborigin torr strait island peopl appli reflect practic skill understand aborigin torr strait island peopl perspect indigen health wellb describ key concept strength base knowledg commun explain role practic play support aborigin torr strait island peopl health wellb explain import role relationship aborigin torr strait island health profession organis commun appli partnership strength base commun principl advoc aborigin torr strait island health wellb
778,explain principl public health it role improv health care commun locat interpret publish health inform order present structur evid base opinion current issu public health describ health need popul subgroup describ import reason differ health statu demonstr understand popul health consid diseas distribut a popul level that distribut influenc social cultur econom physic environment factor describ concept health promot diseas prevent critic discus popul level prevent strategi explain the foundat develop public polici make evid base ethic econom respons regulatori decis relat the most appropri manag health problem defin interpret basic demograph concept popul measur whi are import public health
779,examin structur function compon data within healthcar environ analys current trend contemporari practic data scienc health care justifi valu multi structur data analysi relat health outcom creat varieti way which data discoveri project be effect commun a manner appropri the healthcar disciplin audienc purpos determin privaci ethic legal implic collect person healthcar data
780,describ continu evolut commun method health technolog impact behaviour qualiti life explain role industri profession provid opportun health improv use modern technolog identifi apprais exist commun platform technolog within healthcar understand implic the everyday citizen examin the legal implic adopt health aid technolog clash privaci concern the potenti abus power appli knowledg emerg commun technolog platform advoc optim health well for australian effect commun knowledg skill idea regard commun technolog concept peer facilit
781,describ principl primari health care identifi model primari health care can reduc health inequ australia evalu primari health care model vulner popul group australia around world evalu suitabl primari health care servic interven social determin health determin compon multidisciplinari primari health care identifi the fund sourc primari health care australia
782,discus characterist health promot program campaign address signific health issu australia describ role practic health profession relat issu health literaci deliveri health promot individu famili the commun identifi import principl work indigen australian promot health effect commun health promot strategi idea peer facilit identifi analys advocaci strategi aim address the need specif popul
783,exhibit foundat level knowledg epidemiolog it core function interpret applic research method polici practic public health context appli public health concept knowledg interpret popul health statist their use describ appli epidemiolog concept term eg preval incid their use public health context critic apprais publish studi demonstr foundat level abil ass studi design error bias interpret studi result conclus critic analys the effect behaviour social determin public health context appli foundat level knowledg epidemiolog health polici or commun context
784,discus role evid base practic deliv effect safe cost effect health care develop focus searchabl question conduct appropri systemat search access best avail evid appli critic apprais tool systemat evalu valid strength weak avail evid select best avail evid inform practic interpret result signific the research make sound decis the use applic research evid discus the barrier facilit the practic evid base health care
785,identifi process effect ineffect interperson commun it impact self colleagu health care consum locat present exampl how contemporari medium portray health issu provid exampl altern strategi improv effect interperson commun describ link commun qualiti safeti health care critiqu use evid base literatur experi consum on health care system within diver set
786,apprais structur function compon health care system identifi role respons the differ level govern the australian health care system investig key stakehold health care system review trend health servic provis health system perform health servic outcom health care system examin dispar inequ the experi health care servic investig key structur function challeng health care system gener discus potenti solut complex issu influenc health care system effect commun knowledg skill idea regard health care system peer facilit
787,classifi measur perform motor skill analys differ stage involv process motor learn appli knowledg biomechan anatomi physiolog sport psycholog the practic motor learn implement common theoret model explain the process motor learn employ appropri test protocol use ass motor learn design discus motor learn protocol environ maxim motor learn a sport exercis health context
788,critic apprais mechan injuri method diagnosi choic treatment expect function result injuri relat sport workplac physic activ creat effect injuri prevent manag program utilis inter disciplinari approach select requisit contemporari skill effect deal variou injuri sport workplac physic activ evalu risk hazard specif contribut sport exercis injuri integr effect strategi prevent occurr
789,evalu acut chronic physiolog respons adapt the human bodi exercis compar contrast physiolog data obtain acut exercis a rang environ popul examin advanc theoret concept exercis physiolog human perform develop evid base recommend systemat analysi current literatur
790,evalu physiolog biomechan psycholog limit particular specifi chronic medic condit commun role exercis a therapeut adjunct the amelior injuri result sport exercis diseas the workplac identifi chronic medic condit relev occup relat injuri adapt physic activ program optimis return work capabl design monitor revis exercis rehabilit program collabor variou commun sport workplac popul
791,demonstr profici leadership commun a rang sport game aquat demonstr knowledg applic rule a rang sport aquat event justifi biomechan physiolog techniqu use sport aquat appli in the context coach teach appli swim skill the game water polo dive entri aqua aerob
792,evalu relationship human motor develop perform skill movement pattern danc athlet demonstr compet perform danc track field activ analys the relationship the mechan physiolog sociolog behaviour aspect perform danc athlet demonstr knowledg applic a rang track field event rule appli the biomechan physiolog aspect athlet an educ teach coach perspect includ relev safeti factor
793,demonstr compet lead follow execut danc step jazz lyric contemporari jazz funk hip hop creat block choreographi each these danc style develop understand stagecraft composit techniqu small larg group dancer interpret music integr movement sequenc includ warm cool routin demonstr compet the perform varieti gymnast skill appli relev foundat knowledg exercis scienc the develop gymnast activ the creation movement sequenc design develop perform a movement sequenc use floor apparatu demonstr commun leadership and class manag a group learn environ
794,classifi measur perform motor skill discus current theori human motor control appli knowledg biomechan anatomi physiolog sport psycholog practic motor control describ neuromuscular system involv motor learn describ neuromuscular function chang motor learn a sport health injuri age exercis context identifi describ neural physiolog fundament associ human movement identifi central process contribut skill motor behaviour promot critic think understand limit strength motor control research theori ass motor function use the appropri measur a sport health exercis context
795,integr knowledg skill core sub disciplin exercis scienc deliv broad rang servic design deliv manag physic activ exercis base intervent includ ass program the purpos improv health fit well or perform use rang modal commun effect client relev stakehold includ famili carer other health exercis profession maintain appropri document record servic identifi risk appli appropri risk manag strategi the profession practic exercis scienc practic ethic collabor innov within the scope exercis scienc train includ referr relev medic health profession or servic appropri display profession conduct decis make commun client centr care is consist the essa code profession conduct ethic practic
796,critic analys factor underpin develop chronic diseas identifi appropri ass physic perform client risk or known diseas prioritis requir collabor partnership support client complex exercis need evalu barrier physic activ particip develop method promot exercis individu complex need recognis diver indigen australian integr knowledg health sport exercis manag
797,identifi person work readi skill attribut articul career goal interest appli work readi manag industri knowledg a workplac environ critic reflect the learn development outcom a workplac experi demonstr appropri profession perform conduct attitud a work environ
798,identifi person work readi skill attribut articul career goal interest appli varieti suitabl verbal non verbal commun method support client meet need or goal appli exercis ass prescript deliveri knowledg skill a rang way profession exercis scienc work set critic analys appli decis make problem solv skill across exercis scienc practic practic integr within scope train an exercis scientist the essa code profession conduct ethic practic identifi risk appli appropri risk manag strategi the profession practic exercis scienc includ not limit client safeti privaci consent record keep
799,understand relat role macro micro nutrient health sport exercis context critic analys design modif food intak satisfi client nutrit requir discus role nutrit supplement exercis prescript adher sport perform evalu social behaviour psycholog determin health nutrit describ uniqu challeng indigen australian relat nutrit aspect health
800,describ health health promot australia evalu impact public polici health behaviour discus analys major approach principl promot health individu commun popul level includ behaviour chang theori model evalu method appli popul level physic activ sedentari behaviour sleep guidelin promot optim health wellb ass individu popul need plan implement target program identifi relev agenc promot evalu the socio cultur psycholog ethic influenc physic activ health modifi strategi use improv health outcom differ set base health promot model design justifi health promot program prevent manag lifestyl relat diseas differ set
801,appli theoret issu relat exercis prescript vari popul demonstr procedur evalu fit prescrib exercis vari popul design implement evalu appropri safe exercis program a rang individu includ healthi risk elit athlet commun effect client colleagu relat profession judg referr anoth health profession necessari describ appropri cours action referr demonstr sensit client respect diver equiti the context exercis prescript
802,identifi describ critic analys movement relat perform enhanc injuri prevent determin biomechan principl relat physic perform disabl diseas evalu limit impos physic law human motion equip the environ appli video motion analysi techniqu investig movement pattern design report defend scientif research health sport exercis order identifi solv problem
803,critic apprais role research ethic sport exercis health understand utilis rang statist analysi techniqu employ sport exercis health research discus critiqu valid reliabl research find publish sport exercis health literatur design research a scientif approach the studi sport exercis health order identifi solv problem cite the research other written oral commun
804,identifi explain function regul interact each physiolog system relat exercis analys interpret explain acut chronic physiolog respons diver exercis condit describ the use ergogen aid affect physiolog respons exercis select appli appropri technolog quantifi physiolog respons exercis discus the physiolog adapt variou exercis modal term energi product optim train maxim perform
805,appli fundament theoret concept health sport exercis psycholog critic analys behaviour determin health sport exercis develop explain rang perform enhanc strategi applic health sport exercis discus issu relat diver the context health sport exercis demonstr knowledg contemporari issu health sport exercis psycholog describ effect commun strategi promot health sport exercis individu group
806,describ discus process human growth develop lifespan particular refer physic cognit socioemot develop examin influenc age gender cultur background development stage individu exercis capac motiv adopt healthi activ lifestyl evalu impact health physic activ human growth develop across lifespan examin the cultur signific issu surround indigen australian the effect their health wellb
807,identifi describ analys interrelationship physic activ physiolog anatom develop individu demonstr critic judgement select appropri strength condit solut suit need diver individu group appli the principl exercis prescript plan instruct differ group within sport exercis health measur interpret physiolog capac prescrib strength condit activ describ the practic applic strength condit the develop human perform
808,appli foundat kinesiolog principl necessari explain individu joint complex their independ composit function postur movement conduct movement analysi sport skill exercis identifi muscl activ produc control movement a particular joint describ relationship sensori inform movement it effect the neuromusculoskelet system integr function anatomi knowledg other exercis scienc subdisciplin appli fit sport workplac context explain classifi result anthropometr flexibl postur test present a summari action requir
809,
810,
811,
812,comprehend appli fundament concept biomechan applic studi human motion problem solv scenario demonstr knowledg the biomechan principl sport exercis health appli in problem solv scenario demonstr knowledg the impact physic law human motion appli in problem solv scenario analys explain the optimis human perform applic biomechan principl
813,describ classifi structur function human musculoskelet system particularli movement condit identifi interpret compon the neuromuscular bodi segment joint relat connect tissu analys the growth develop the neuromuscular system
814,
815,
816,
817,describ nutrient intak requir food sourc signific macronutri micronutri differ stage life cycl explain role food mainten a healthi lifestyl prevent diet relat diseas examin the role the current australian nutrit guidelin synthesis the evid practic easi understand inform describ apprais the evid eat pattern vulner group risk food insecur australia compar contrast key element effect differ dietari ass method
818,
819,
820,
821,identifi key concept health well differ perspect these recognis key stage human develop their relationship health well analys differ respons ill how individu societ characterist may increas vulner resist ill or diseas recognis determin health health inequ societi describ contemporari health issu relat socio ecolog concept health discus challeng face vulner marginalis popul recognis role colonis impact health determin aborigin torr strait island commun identifi rang protect factor asset act to support health wellb individu commun
822,appli basic data visualis method health data demonstr basic level knowledg statist machin learn method relev health analyt develop critiqu basic predict model health demonstr skill clean manag health data set demonstr intermedi level knowledg the R softwar environ health analyt effect commun analys data a non technic manner a varieti audienc
823,distinguish current australian intern health data standard initi anali explain import interoper design digit health eval discus principl user centric design synth determin challeng relev solut plan design digit health applic complex healthcar system eval explain the import continu evalu relat digit health applic eval
824,construct explain research question enabl respons ethic decis make research public health compar contrast differ type statist analysi perform interpret basic statist analys use statist softwar packag commun result statist analys retriev updat data a databas
825,categoris analys driver behind digit health current health environ anali discrimin concept ehealth telehealth mhealth anali examin applic digit health a clinic educ research perspect anali analys transform natur digit health within the healthcar environ anali discus the involv govern profession organis assist improv patient safeti support qualiti initi use digit health initi synth
826,analys key function role requir expect patient health record contemporari healthcar environ evalu gener specif document guidelin a select rang common health record form view apprais critic strategi avail health servic maximis data qualiti within inform ecosystem review explain contemporari challeng clinic commun inform exchang inher the deliveri health care interpret appli the legal oblig health inform within the australian healthcar environ effect commun health inform audienc differ background
827,recognis describ discus direct indirect pathway connect human health ecosystem a local planetari level method can utilis analys apprais planetari health issu describ identifi health relat polici strategi local state nation intern scale includ respons exist emerg environment issu rang water qualiti food safeti sanit air pollut environment toxicolog loss biodivers urbanis climat chang reflect critic apprais impact environment issu intergener health equiti vulner resili how manifest context environment justic ecolog sustain critic apprais role method respons differ profess sector environment manag legisl environ profess research health public polici protect popul health ecosystem which depend recognis describ the role interdisciplinari transdisciplinari action rais awar the link human health built natur ecosystem collabor commun effect peer develop practic approach support the develop polici strategi to protect popul health and the ecosystem which depend
828,explain life cycl approach sexual reproduct health distinguish key issu each life stage demonstr import address sexual reproduct matern child health describ global determin sexual reproduct matern child health across life cycl prioriti popul research discus critiqu content around global sexual reproduct matern child health critic analys strategi use address mitig risk sexual reproduct ill health across life cycl appli right base framework advoc for evid base approach complex sexual reproduct matern child health issu
829,describ concept human right system refer key actor agenc process treati local nation global level critic analys key element claus human right system appli contemporari health issu a focu equiti access account explain concept a right base approach health refer the fundament principl human right includ the violat these right describ the human right implic nation health law polici develop toler an appreci one own prejudic to better inform influenc debat key public health issu meet commun need
830,describ compon health system lower middl lower incom countri refer key actor role intend outcom appli system approach identifi understand linkag compon health system lower middl lower incom countri analys health system challeng opportun real world set investig impact health system strengthen equiti access health includ vulner popul appli system perspect evalu health system intervent perform
831,appli core epidemiolog method concept global popul health describ epidemiolog data tabular graphic format includ calcul interpret common measur burden diseas describ shift global burden diseas infecti non communic diseas critic explain compar the differ pattern caus health diseas nation region global level evalu the relev the epidemiolog approach global popul health
832,see woman complex individu whose diver life experi determin orient their health it promot preserv RN standard practic 2 identifi health problem issu are specif woman virtu their gender posit a patriarch societi RN standard practic 1 2 3 discus impact socio cultur factor health woman scope health servic the natur nurs intervent RN standard practic 1 4 5 use effect therapeut commun skill strategi promot relationship centr care woman achiev optim health outcom a cultur safe appropri way RN standard practic 2 practic interprofession collabor teamwork within the woman health sector clearli express clinic reason written verbal form particularli complex situat RN standard practic 1 6 7 produc strategi which woman may becom empow make decis concern control their health deliveri care RN standard practic 1 4 6
833,examin preval incid associ harm aod depend australia RN standard practic 1 3 5 examin variou social biolog genet theori substanc depend includ complex trauma RN standard practic 1 2 3 5 learn how war drug shape societ attitud drug use influenc drug alcohol treatment RN standard practic 1 2 3 5 consid import languag it potenti detriment impact servic user RN standard practic 1 2 3 5 examin perspect expert experi drug alcohol nurs educ RN standard practic 1 2 3 5 reflect their attitud substanc use RN standard practic 1 2 3 5 explor aod treatment consid harm reduct abstin base option RN standard practic 1 2 3 4 5 6 7 consid physic health need servic user RN standard practic 1 2 3 4 5 6 7 develop interperson counsel skill will enabl creation therapeut relationship servic user RN standard practic 1 2 3 4 5 6 7 becom profici conduct collabor drug alcohol ass clinic skill RN standard practic 1 2 3 4 5 6 7 examin psychoact substanc peopl develop depend RN standard practic 1 3 5
834,analys role respons RN oper theatr depart their collabor inter profession health care team RN standard practic 1 2 explor factor influenc nurs ass manag specif patient popul RN standard practic 4 5 6 develop knowledg skill assist provid safe environ periop patient health care team RN standard practic 1 2 5 6 7 develop knowledg skill assist perform periop nurs ass plan patient care the patient member the interprofession health care team RN standard practic 1 2 3 5 6 demonstr appropri RN standard practic acorn clinic compet includ the abil commun english patient staff the clinic environ RN standard practic 1 7 develop demonstr periop nurs knowledg evalu relev profession scholarli evid use evid plan explain justifi the manag the periop patient RN standard practic 3 5 6 7 discus the legal oblig ethic consider the nurs the periop environ RN standard practic 1 7
835,discus key practic principl palli care deliv within context an interprofession team across vari acut primari health care set simul effect commun the context work peopl have palli care need their famili demonstr compet the ass evid base manag common symptom palli care critic reflect upon principl self care outlin to develop maintain resili face challeng area nurs care practic person centr nurs care is consist the code profession conduct nurs australia code ethic nurs australia within palli care environ
836,demonstr capac ass plan deliv evalu clinic nurs care therapeut intervent sick child partnership their famili RN standard practic 1 2 3 4 5 6 7 reflect learn experi demonstr abil analys learn need outcom improv practic RN standard practic 7 apprais relev development legal ethic social environment factor impact deliveri best practic nurs care child famili RN standard practic 1 5 7 demonstr safe RN standard practic includ abil commun english member healthcar team with child variou age their famili within the clinic placement environ RN standard practic 1 2 3 4 5 6 7 integr principl effect teamwork particip the plan implement group activ RN standard practic 2
837,identifi dimens scope specialti mental health nurs practic RN standard practic 1 3 5 6 7 critic examin framework recoveri focus mental health nurs care concept clinic person recoveri mental ill RN standard practic 1 3 5 6 7 develop skill recoveri focus therapeut commun ass mental health consum RN standard practic 2 3 4 6 7 appli recoveri focus approach mental health nurs care consum support their famili carer RN standard practic 2 3 4 6 7 demonstr abil commun collabor effect consum famili carer the interdisciplinari team RN standard practic 2 3 4 6 7 critic reflect upon consum experi mental health servic nurs practic it contribut their overal health wellb RN standard practic 1 3 5 6 7 demonstr the abil reflect one own mental health nurs practic and identifi area develop RN standard practic 1 3 5 6 7 develop compet begin practic a regist nurs a mental health care set RN standard practic 1 2 3 4 5 6 7
838,evalu key public health concept relat global health includ demograph epidemiolog transit measur health statu burden diseas analys globalis chang pattern spread diseas the method need prevent control diseas discus examin social econom cultur environment factor affect societi vulner morbid mortal it approach prevent control identifi critic issu the organis deliveri global public health health care servic a cost effect benefit harm sustain method intervent address issu describ the potenti scienc technolog contribut improv health a global context identifi key organis institut role global health the manner which can cooper address key global health issu a humanitarian crise disast manag demonstr cultur compon nurs care identifi the role the nurs the career possibl the context global health
839,analys health psychosoci wellb childbear child rear famili diver set understand relev key health polici child protect mandatori report appli relev knowledg normal pattern growth develop child 0 5 year age examin issu earli parent includ develop attach transit parenthood apprais applic knowledg skill promot maintain wellb infant child examin the interfac midwiferi commun child famili health servic paediatr servic the provis health care child famili
